time,BSSID,freq,level
1364409676,00:25:bc:88:5b:6d,2427,0
1364409676,00:26:18:9f:c0:c9,2437,-46
1364409676,1c:17:d3:fc:db:2f,5200,-73
1364409676,1c:17:d3:fc:f1:1f,5785,-86
1364409676,74:44:01:96:50:66,2422,-68
1364409676,d0:57:4c:56:fd:40,2437,-67
1364409676,d0:57:4c:57:57:f0,2412,-64
1364409676,dc:7b:94:87:27:3f,5785,-89

1364409875,00:01:36:57:be:88,2427,-75
1364409875,00:1c:10:af:35:b5,2462,-75
1364409875,00:25:bc:88:5b:6d,2427,0
1364409875,00:26:18:9f:c0:c9,2437,-37
1364409875,1c:17:d3:fc:db:2f,5200,-69
1364409875,1c:17:d3:fc:f1:1f,5785,-86
1364409875,2c:b0:5d:9e:26:6b,2417,-75
1364409875,74:44:01:96:50:66,2422,-68
1364409875,ac:a0:16:ca:5b:e0,2412,-87
1364409875,d0:57:4c:56:fd:40,2437,-67
1364409875,d0:57:4c:57:57:f0,2412,-64
1364409875,dc:7b:94:87:27:31,2462,-71

1364410160,00:01:36:57:be:88,2427,-71
1364410160,00:1c:10:af:35:b5,2462,-71
1364410160,00:25:bc:88:5b:6d,2427,-50
1364410160,00:26:18:9f:c0:c9,2437,-39
1364410160,1c:17:d3:fc:db:2f,5200,-61
1364410160,1c:17:d3:fc:f1:1f,5785,-81
1364410160,2c:b0:5d:9e:26:6b,2417,-67
1364410160,74:44:01:96:50:66,2422,-13
1364410160,ac:a0:16:ca:5b:e0,2412,-87
1364410160,d0:57:4c:56:fd:40,2437,-70
1364410160,d0:57:4c:57:57:ff,5220,-67
1364410160,dc:7b:94:87:27:31,2462,-71

1364410188,00:01:36:57:be:88,2427,-71
1364410188,00:1c:10:af:35:b5,2462,-71
1364410188,00:25:bc:88:5b:6d,2427,-50
1364410188,00:26:18:9f:c0:c9,2437,-39
1364410188,1c:17:d3:fc:db:2f,5200,-60
1364410188,1c:17:d3:fc:f1:1f,5785,-81
1364410188,2c:b0:5d:9e:26:6b,2417,-67
1364410188,74:44:01:96:50:66,2422,-13
1364410188,ac:a0:16:ca:5b:e0,2412,-87
1364410188,d0:57:4c:08:76:4d,5200,-88
1364410188,d0:57:4c:56:fd:40,2437,-70
1364410188,d0:57:4c:57:57:ff,5220,-65
1364410188,dc:7b:94:87:27:31,2462,-71

1364410445,00:01:36:57:be:88,2427,-71
1364410445,00:1c:10:af:35:b5,2462,-68
1364410445,00:25:bc:88:5b:6d,2427,-62
1364410445,00:26:18:9f:c0:c9,2437,-39
1364410445,1c:17:d3:fc:db:2f,5200,-63
1364410445,1c:17:d3:fc:f1:10,2412,-74
1364410445,2c:b0:5d:9e:26:6b,2417,-66
1364410445,74:44:01:96:50:66,2422,-56
1364410445,ac:a0:16:ca:5b:e0,2412,-83
1364410445,ac:a0:16:ca:c3:c1,2437,-81
1364410445,d0:57:4c:08:76:4d,5200,-88
1364410445,d0:57:4c:56:fd:43,2437,-61
1364410445,d0:57:4c:57:57:ff,5220,-68
1364410445,dc:7b:94:87:27:31,2462,-71

1364410777,00:01:36:57:be:87,2427,-75
1364410777,00:1c:10:af:35:b5,2462,-64
1364410777,00:25:bc:88:5b:6d,2427,-63
1364410777,00:26:18:9f:c0:c9,2437,-39
1364410777,1c:17:d3:fc:db:2f,5200,-63
1364410777,1c:17:d3:fc:f1:10,2412,-76
1364410777,2c:b0:5d:9e:26:6b,2417,-66
1364410777,74:44:01:96:50:66,2422,-56
1364410777,ac:a0:16:ca:5b:e0,2412,-83
1364410777,ac:a0:16:ca:c3:c0,2437,-82
1364410777,d0:57:4c:08:76:4d,5200,-88
1364410777,d0:57:4c:56:fd:43,2437,-61
1364410777,d0:57:4c:57:57:ff,5220,-69
1364410777,dc:7b:94:87:27:31,2462,-71

1364411062,00:01:36:57:be:87,2427,-75
1364411062,00:1c:10:af:35:b5,2462,-72
1364411062,00:25:bc:88:5b:6d,2427,-72
1364411062,00:26:18:9f:c0:c9,2437,-39
1364411062,1c:17:d3:fc:db:2f,5200,-63
1364411062,1c:17:d3:fc:f1:10,2412,-76
1364411062,2c:b0:5d:9e:26:6b,2417,-74
1364411062,74:44:01:96:50:66,2422,-11
1364411062,ac:a0:16:ca:5b:e0,2412,-83
1364411062,ac:a0:16:ca:c3:c0,2437,-82
1364411062,d0:57:4c:08:76:4f,5200,-91
1364411062,d0:57:4c:56:fd:43,2437,-61
1364411062,d0:57:4c:57:57:ff,5220,-71
1364411062,dc:7b:94:87:27:31,2462,-71

1364411347,00:01:36:57:be:87,2427,-83
1364411347,00:1c:10:af:35:b5,2462,-73
1364411347,00:25:bc:88:5b:6e,5785,-77
1364411347,00:26:18:9f:c0:c9,2437,-51
1364411347,1c:17:d3:fc:db:2f,5200,-63
1364411347,1c:17:d3:fc:f1:1f,5785,-76
1364411347,2c:b0:5d:9e:26:6b,2417,-75
1364411347,74:44:01:96:50:66,2422,-61
1364411347,ac:a0:16:ca:5b:ef,5765,-91
1364411347,ac:a0:16:ca:c3:c0,2437,-82
1364411347,d0:57:4c:08:76:4f,5200,-91
1364411347,d0:57:4c:56:fd:41,2437,-63
1364411347,d0:57:4c:57:57:ff,5220,-63
1364411347,dc:7b:94:87:27:30,2462,-69

1364411388,00:01:36:57:be:87,2427,-83
1364411388,00:1c:10:af:35:b5,2462,-73
1364411388,00:25:bc:88:5b:6e,5785,-77
1364411388,00:26:18:9f:c0:c9,2437,-44
1364411388,1c:17:d3:fc:db:2f,5200,-63
1364411388,1c:17:d3:fc:f1:1f,5785,-76
1364411388,2c:b0:5d:9e:26:6b,2417,-75
1364411388,74:44:01:96:50:66,2422,-61
1364411388,ac:a0:16:ca:5b:ef,5765,-91
1364411388,ac:a0:16:ca:c3:c0,2437,-82
1364411388,d0:57:4c:08:76:4f,5200,-91
1364411388,d0:57:4c:56:fd:41,2437,-63
1364411388,d0:57:4c:57:57:ff,5220,-63
1364411388,dc:7b:94:87:27:30,2462,-69

1364411575,00:01:36:57:be:87,2427,-91
1364411575,00:26:18:9f:c0:c9,2437,-44
1364411575,36:a9:05:12:34:f9,2437,-75
1364411575,5c:96:9d:64:5d:e1,2462,-77
1364411575,74:44:01:96:50:66,2422,-73
1364411575,ac:a0:16:ca:a3:0e,5200,-93
1364411575,ac:a0:16:ca:c7:12,2462,-85
1364411575,d0:57:4c:57:46:0f,5200,-77
1364411575,d0:57:4c:57:48:df,5785,-83
1364411575,dc:7b:94:86:ff:73,2412,-88
1364411575,dc:7b:94:87:1d:7e,5240,-90
1364411575,dc:7b:94:87:38:12,2437,-74
1364411575,dc:7b:94:87:93:b2,2462,-87

1364411591,00:01:36:57:be:87,2427,-91
1364411591,1c:17:d3:fd:8d:f0,2437,-84
1364411591,2c:b0:5d:9e:26:6b,2417,-82
1364411591,36:a9:05:12:34:f9,2437,-82
1364411591,5c:96:9d:64:5d:e1,2462,-15
1364411591,70:73:cb:ba:00:1d,2462,-84
1364411591,74:44:01:96:50:66,2422,-76
1364411591,ac:a0:16:ca:a3:0e,5200,-93
1364411591,ac:a0:16:ca:c7:12,2462,-85
1364411591,d0:57:4c:08:85:73,2412,-85
1364411591,d0:57:4c:57:46:0f,5200,-77
1364411591,d0:57:4c:57:48:df,5785,-83
1364411591,dc:7b:94:86:ff:73,2412,-84
1364411591,dc:7b:94:87:1d:7e,5240,-90
1364411591,dc:7b:94:87:38:12,2437,-74
1364411591,dc:7b:94:87:93:b2,2462,-87

1364411606,00:01:36:57:be:87,2427,-91
1364411606,1c:17:d3:fd:8d:f0,2437,-84
1364411606,2c:b0:5d:9e:26:6b,2417,-82
1364411606,36:a9:05:12:34:f9,2437,-83
1364411606,5c:96:9d:64:5d:e1,2462,-68
1364411606,70:73:cb:ba:00:1d,2462,-85
1364411606,74:44:01:96:50:66,2422,-76
1364411606,ac:a0:16:ca:a3:0e,5200,-93
1364411606,ac:a0:16:ca:c7:12,2462,-85
1364411606,d0:57:4c:08:85:73,2412,-85
1364411606,d0:57:4c:57:46:0f,5200,-77
1364411606,d0:57:4c:57:48:df,5785,-83
1364411606,dc:7b:94:86:ff:73,2412,-76
1364411606,dc:7b:94:87:1d:7e,5240,-90
1364411606,dc:7b:94:87:38:12,2437,-74
1364411606,dc:7b:94:87:93:b2,2462,-87

1364411622,00:01:36:57:be:87,2427,-91
1364411622,1c:17:d3:fd:8d:f0,2437,-84
1364411622,2c:b0:5d:9e:26:6b,2417,-82
1364411622,36:a9:05:12:34:f9,2437,-86
1364411622,5c:96:9d:64:5d:e1,2462,-83
1364411622,70:73:cb:ba:00:1d,2462,-78
1364411622,74:44:01:96:50:66,2422,-76
1364411622,ac:a0:16:ca:a3:0e,5200,-93
1364411622,ac:a0:16:ca:c7:12,2462,-81
1364411622,d0:57:4c:08:85:73,2412,-85
1364411622,d0:57:4c:57:46:0f,5200,-77
1364411622,d0:57:4c:57:48:df,5785,-83
1364411622,dc:7b:94:86:ff:73,2412,-76
1364411622,dc:7b:94:87:1d:7e,5240,-90
1364411622,dc:7b:94:87:38:12,2437,-74
1364411622,dc:7b:94:87:93:b2,2462,-87

1364411638,00:01:36:57:be:88,2427,-90
1364411638,1c:17:d3:fd:8d:f0,2437,-84
1364411638,28:cf:da:b0:5c:e2,5785,-86
1364411638,2c:b0:5d:9e:26:6b,2417,-82
1364411638,36:a9:05:12:34:f9,2437,-88
1364411638,5c:96:9d:64:5d:e1,2462,-83
1364411638,70:73:cb:ba:00:1d,2462,-82
1364411638,74:44:01:96:50:66,2422,-76
1364411638,ac:a0:16:ca:5a:3c,5745,-97
1364411638,ac:a0:16:ca:c7:12,2462,-81
1364411638,d0:57:4c:08:85:73,2412,-85
1364411638,d0:57:4c:57:46:0f,5200,-77
1364411638,d0:57:4c:57:48:d0,2462,-70
1364411638,dc:7b:94:86:ff:73,2412,-76
1364411638,dc:7b:94:87:1d:7c,5240,-90
1364411638,dc:7b:94:87:38:1d,5785,-90
1364411638,dc:7b:94:87:6b:ac,5745,-84
1364411638,f8:1e:df:ff:15:fb,2437,-80

1364411653,00:40:96:55:2f:1f,2462,-91
1364411653,10:9a:dd:8d:66:6f,2412,-88
1364411653,1c:17:d3:fc:ef:b3,2462,-86
1364411653,28:cf:da:b0:5c:e2,5785,-86
1364411653,36:a9:05:12:34:f9,2437,-88
1364411653,5c:96:9d:64:5d:e1,2462,-83
1364411653,70:73:cb:ba:00:1d,2462,-78
1364411653,ac:a0:16:ca:5a:3c,5745,-97
1364411653,ac:a0:16:ca:c7:12,2462,-81
1364411653,d0:57:4c:08:9e:3d,5785,-89
1364411653,dc:7b:94:86:ff:73,2412,-76
1364411653,dc:7b:94:87:2e:61,2462,-84
1364411653,dc:7b:94:87:38:1d,5785,-90
1364411653,dc:7b:94:87:6b:ac,5745,-84
1364411653,dc:7b:94:87:89:c2,2437,-85
1364411653,f8:1e:df:ff:15:fb,2437,-84

1364411669,00:40:96:55:2f:1f,2462,-91
1364411669,10:9a:dd:8d:66:6f,2412,-88
1364411669,1c:17:d3:fc:ef:b3,2462,-86
1364411669,28:cf:da:b0:5c:e2,5785,-86
1364411669,36:a9:05:12:34:f9,2437,-88
1364411669,5c:96:9d:64:5d:e1,2462,-83
1364411669,70:73:cb:ba:00:1d,2462,-83
1364411669,ac:a0:16:ca:5a:3c,5745,-97
1364411669,ac:a0:16:ca:c7:12,2462,-81
1364411669,d0:57:4c:08:9e:3d,5785,-89
1364411669,d0:57:4c:57:49:3d,5805,-76
1364411669,dc:7b:94:86:ff:70,2412,-85
1364411669,dc:7b:94:87:2e:61,2462,-84
1364411669,dc:7b:94:87:38:1d,5785,-90
1364411669,dc:7b:94:87:6b:ac,5745,-84
1364411669,dc:7b:94:87:89:c2,2437,-85
1364411669,f8:1e:df:ff:15:fb,2437,-84

1364411684,00:15:6d:9e:64:b6,5745,-90
1364411684,00:40:96:55:2f:1f,2462,-91
1364411684,10:9a:dd:8d:66:6f,2412,-88
1364411684,1c:17:d3:fc:ef:b3,2462,-86
1364411684,28:cf:da:b0:5c:e2,5785,-86
1364411684,36:a9:05:12:34:f9,2437,-88
1364411684,70:73:cb:ba:00:1d,2462,-83
1364411684,ac:a0:16:ca:5a:3f,5745,-98
1364411684,ac:a0:16:ca:c7:13,2462,-79
1364411684,d0:57:4c:08:9e:3d,5785,-89
1364411684,d0:57:4c:57:3f:bc,5745,-88
1364411684,d0:57:4c:57:49:3d,5805,-76
1364411684,dc:7b:94:86:ff:70,2412,-85
1364411684,dc:7b:94:87:2e:61,2462,-84
1364411684,dc:7b:94:87:38:1d,5785,-90
1364411684,dc:7b:94:87:6b:ac,5745,-84
1364411684,dc:7b:94:87:89:c2,2437,-85
1364411684,f8:1e:df:ff:15:fb,2437,-84

1364411700,00:15:6d:9e:64:b6,5745,-90
1364411700,1c:17:d3:fc:ef:b1,2462,-84
1364411700,28:cf:da:b0:5c:e2,5785,-86
1364411700,70:73:cb:ba:00:1d,2462,-83
1364411700,ac:a0:16:ca:5a:3f,5745,-98
1364411700,d0:57:4c:08:9e:3f,5785,-86
1364411700,d0:57:4c:56:57:ae,5785,-85
1364411700,d0:57:4c:57:3f:bc,5745,-88
1364411700,d0:57:4c:57:42:90,2437,-77
1364411700,d0:57:4c:57:49:3d,5805,-76
1364411700,dc:7b:94:86:ff:70,2412,-85
1364411700,dc:7b:94:87:2e:61,2462,-84
1364411700,dc:7b:94:87:81:d2,2412,-85
1364411700,dc:7b:94:87:89:c2,2437,-85
1364411700,dc:7b:94:87:9f:0d,5240,-90
1364411700,f8:1e:df:ff:15:fb,2437,-84

1364411716,00:15:6d:9e:64:b6,5745,-90
1364411716,1c:17:d3:fc:dc:5a,5805,-59
1364411716,28:cf:da:b0:5c:e1,2412,-85
1364411716,70:73:cb:ba:00:1d,2462,-83
1364411716,ac:a0:16:ca:5a:3f,5745,-98
1364411716,d0:57:4c:08:9e:3f,5785,-86
1364411716,d0:57:4c:56:57:ae,5785,-85
1364411716,d0:57:4c:57:3f:bc,5745,-88
1364411716,d0:57:4c:57:42:90,2437,-77
1364411716,d0:57:4c:57:49:3d,5805,-76
1364411716,dc:7b:94:87:28:2f,5745,-70
1364411716,dc:7b:94:87:29:94,2462,-86
1364411716,dc:7b:94:87:81:d2,2412,-85
1364411716,dc:7b:94:87:89:cd,5745,-88
1364411716,dc:7b:94:87:9f:0d,5240,-90

1364411731,1c:17:d3:fc:dc:5a,5805,-61
1364411731,1c:17:d3:fd:56:da,5220,-76
1364411731,28:cf:da:b0:5c:e1,2412,-85
1364411731,68:86:a7:31:f6:8f,5805,-70
1364411731,70:56:81:cc:b1:bb,2412,-92
1364411731,d0:57:4c:08:9e:3f,5785,-86
1364411731,d0:57:4c:56:57:ae,5785,-85
1364411731,d0:57:4c:57:3f:dd,5805,-85
1364411731,d0:57:4c:57:42:90,2437,-77
1364411731,d0:57:4c:57:49:3f,5805,-79
1364411731,dc:7b:94:87:28:2f,5745,-83
1364411731,dc:7b:94:87:29:94,2462,-86
1364411731,dc:7b:94:87:47:7f,5200,-77
1364411731,dc:7b:94:87:81:d2,2412,-85
1364411731,dc:7b:94:87:9f:0d,5240,-90

1364411747,1c:17:d3:fc:dc:5a,5805,-60
1364411747,1c:17:d3:fd:56:da,5220,-76
1364411747,28:cf:da:b0:5c:e1,2412,-85
1364411747,68:86:a7:31:f6:8f,5805,-70
1364411747,70:56:81:cc:b1:bb,2412,-92
1364411747,ac:a0:16:ca:61:31,2462,-64
1364411747,d0:57:4c:08:9e:30,2462,-86
1364411747,d0:57:4c:57:3f:dc,5805,-83
1364411747,d0:57:4c:57:42:9d,5240,-89
1364411747,dc:7b:94:87:28:2f,5745,-80
1364411747,dc:7b:94:87:29:94,2462,-86
1364411747,dc:7b:94:87:47:7f,5200,-81
1364411747,dc:7b:94:87:81:d1,2412,-87
1364411747,dc:7b:94:87:9f:0c,5240,-82

1364411763,04:da:d2:aa:90:8c,5745,-92
1364411763,1c:17:d3:fc:dc:5a,5805,-58
1364411763,1c:17:d3:fd:56:da,5220,-75
1364411763,68:86:a7:31:f6:8f,5805,-70
1364411763,70:56:81:cc:b1:bb,2412,-92
1364411763,ac:a0:16:ca:61:31,2462,-64
1364411763,dc:7b:94:87:0b:64,2412,-87
1364411763,dc:7b:94:87:28:2f,5745,-80
1364411763,dc:7b:94:87:29:94,2462,-80
1364411763,dc:7b:94:87:47:7f,5200,-81

1364411779,1c:17:d3:fc:dc:5a,5805,-55
1364411779,1c:17:d3:fd:56:da,5220,-74
1364411779,68:86:a7:31:f6:80,2412,-80
1364411779,ac:a0:16:ca:61:31,2462,-68
1364411779,dc:7b:94:87:0b:64,2412,-87
1364411779,dc:7b:94:87:28:2f,5745,-79
1364411779,dc:7b:94:87:29:94,2462,-80
1364411779,dc:7b:94:87:47:7f,5200,-81

1364411794,1c:17:d3:fc:dc:5a,5805,-63
1364411794,1c:17:d3:fd:56:da,5220,-70
1364411794,68:86:a7:31:f6:80,2412,-80
1364411794,ac:a0:16:ca:61:31,2462,-68
1364411794,dc:7b:94:87:0b:64,2412,-87
1364411794,dc:7b:94:87:28:2f,5745,-82
1364411794,dc:7b:94:87:29:94,2462,-80
1364411794,dc:7b:94:87:47:7f,5200,-81

1364411810,1c:17:d3:fc:dc:5a,5805,-75
1364411810,1c:17:d3:fd:56:da,5220,-74
1364411810,68:86:a7:31:f6:82,2412,-82
1364411810,ac:a0:16:ca:61:31,2462,-70
1364411810,dc:7b:94:87:0b:64,2412,-78
1364411810,dc:7b:94:87:28:2f,5745,-75
1364411810,dc:7b:94:87:29:94,2462,-74
1364411810,dc:7b:94:87:47:7f,5200,-83

1364411826,1c:17:d3:fc:dc:5a,5805,-74
1364411826,1c:17:d3:fd:56:da,5220,-81
1364411826,68:86:a7:31:f6:82,2412,-82
1364411826,ac:a0:16:ca:61:31,2462,-70
1364411826,dc:7b:94:87:0b:64,2412,-78
1364411826,dc:7b:94:87:28:2f,5745,-62
1364411826,dc:7b:94:87:29:94,2462,-75
1364411826,dc:7b:94:87:47:7f,5200,-75

1364411841,1c:17:d3:fc:dc:5a,5805,-74
1364411841,1c:17:d3:fd:56:da,5220,-81
1364411841,68:86:a7:31:f6:82,2412,-82
1364411841,ac:a0:16:ca:61:31,2462,-70
1364411841,dc:7b:94:87:0b:64,2412,-78
1364411841,dc:7b:94:87:28:2f,5745,-82
1364411841,dc:7b:94:87:29:94,2462,-75
1364411841,dc:7b:94:87:47:7f,5200,-75

1364411857,1c:17:d3:fc:dc:5a,5805,-74
1364411857,1c:17:d3:fd:56:da,5220,-81
1364411857,ac:a0:16:ca:5c:b0,2437,-84
1364411857,ac:a0:16:ca:61:31,2462,-70
1364411857,dc:7b:94:87:0b:6e,5220,-87
1364411857,dc:7b:94:87:28:2f,5745,-82
1364411857,dc:7b:94:87:29:94,2462,-77
1364411857,dc:7b:94:87:47:7f,5200,-75

1364411873,04:da:d2:aa:90:81,2437,-87
1364411873,1c:17:d3:fc:d5:c0,2462,-78
1364411873,1c:17:d3:fc:dc:5a,5805,-74
1364411873,1c:17:d3:fc:dc:5c,5805,-77
1364411873,1c:17:d3:fc:de:35,2412,-88
1364411873,1c:17:d3:fd:56:da,5220,-81
1364411873,1c:17:d3:fd:57:85,2437,-76
1364411873,68:86:a7:31:f6:83,2412,-80
1364411873,70:56:81:cc:b1:bb,2412,-86
1364411873,ac:a0:16:ca:5c:b0,2437,-84
1364411873,ac:a0:16:ca:5c:b5,2437,-83
1364411873,ac:a0:16:ca:61:35,2462,-80
1364411873,ac:a0:16:cb:55:aa,5745,-75
1364411873,dc:7b:94:87:0b:6e,5220,-87
1364411873,dc:7b:94:87:28:2f,5745,-82
1364411873,dc:7b:94:87:29:94,2462,-76
1364411873,dc:7b:94:87:47:79,5200,-82
1364411873,dc:7b:94:87:47:7f,5200,-75

1364411891,04:da:d2:aa:90:81,2437,-87
1364411891,1c:17:d3:fc:d5:c0,2462,-78
1364411891,1c:17:d3:fc:dc:5c,5805,-77
1364411891,1c:17:d3:fc:de:35,2412,-88
1364411891,1c:17:d3:fd:57:85,2437,-76
1364411891,68:86:a7:31:f6:83,2412,-80
1364411891,70:56:81:cc:b1:bb,2412,-86
1364411891,ac:a0:16:ca:5c:b5,2437,-83
1364411891,ac:a0:16:ca:61:35,2462,-80
1364411891,ac:a0:16:cb:55:aa,5745,-75
1364411891,dc:7b:94:87:0b:6e,5220,-87
1364411891,dc:7b:94:87:28:2f,5745,-82
1364411891,dc:7b:94:87:29:94,2462,-85
1364411891,dc:7b:94:87:47:79,5200,-82

1364411906,1c:17:d3:fc:d5:ca,5805,-85
1364411906,1c:17:d3:fc:db:43,2412,-81
1364411906,1c:17:d3:fd:57:85,2437,-76
1364411906,68:86:a7:31:f6:8d,5805,-81
1364411906,ac:a0:16:ca:5b:6e,5200,-81
1364411906,ac:a0:16:ca:5c:b5,2437,-83
1364411906,ac:a0:16:cb:51:45,2462,-70
1364411906,ac:a0:16:cb:55:aa,5745,-75
1364411906,dc:7b:94:87:29:94,2462,-85
1364411906,dc:7b:94:87:2e:a5,2437,-86

1364411922,1c:17:d3:fc:d2:90,2437,-87
1364411922,1c:17:d3:fc:d5:41,2412,-79
1364411922,1c:17:d3:fc:f0:30,2412,-71
1364411922,1c:17:d3:fd:57:8b,5805,-88
1364411922,68:86:a7:31:f6:8d,5805,-81
1364411922,ac:a0:16:ca:5b:6e,5200,-75
1364411922,ac:a0:16:ca:5c:b1,2437,-86
1364411922,ac:a0:16:cb:51:45,2462,-62
1364411922,ac:a0:16:cb:55:aa,5745,-88
1364411922,dc:7b:94:87:29:94,2462,-85
1364411922,dc:7b:94:87:2e:a5,2437,-86
1364411922,dc:7b:94:87:4d:a1,2462,-82

1364411938,1c:17:d3:fc:d5:41,2412,-79
1364411938,1c:17:d3:fc:f0:30,2412,-71
1364411938,1c:17:d3:fd:57:8b,5805,-88
1364411938,1c:17:d3:fd:ab:4a,5765,-81
1364411938,ac:a0:16:ca:5b:6e,5200,-75
1364411938,ac:a0:16:ca:5c:b1,2437,-78
1364411938,ac:a0:16:cb:51:45,2462,-62
1364411938,ac:a0:16:cb:55:aa,5745,-60
1364411938,dc:7b:94:87:21:ee,5200,-73
1364411938,dc:7b:94:87:27:45,2412,-82
1364411938,dc:7b:94:87:28:65,2412,-86
1364411938,dc:7b:94:87:29:94,2462,-85
1364411938,dc:7b:94:87:2e:aa,5240,-83
1364411938,dc:7b:94:87:4d:a1,2462,-82

1364411953,1c:17:d3:fc:d5:41,2412,-79
1364411953,1c:17:d3:fc:f0:34,2412,-78
1364411953,1c:17:d3:fd:57:8b,5805,-88
1364411953,1c:17:d3:fd:ab:4a,5765,-81
1364411953,ac:a0:16:ca:5b:6e,5200,-75
1364411953,ac:a0:16:ca:5c:b1,2437,-76
1364411953,ac:a0:16:cb:51:45,2462,-62
1364411953,ac:a0:16:cb:55:aa,5745,-69
1364411953,dc:7b:94:87:21:ee,5200,-73
1364411953,dc:7b:94:87:27:45,2412,-82
1364411953,dc:7b:94:87:28:65,2412,-86
1364411953,dc:7b:94:87:29:94,2462,-69
1364411953,dc:7b:94:87:2e:aa,5240,-83
1364411953,dc:7b:94:87:4d:a1,2462,-82

1364411969,1c:17:d3:fc:d5:41,2412,-79
1364411969,1c:17:d3:fc:db:41,2412,-78
1364411969,1c:17:d3:fc:f0:34,2412,-78
1364411969,1c:17:d3:fd:57:8b,5805,-88
1364411969,ac:a0:16:ca:5b:6e,5200,-75
1364411969,ac:a0:16:ca:5c:b1,2437,-76
1364411969,ac:a0:16:cb:51:45,2462,-62
1364411969,ac:a0:16:cb:55:aa,5745,-85
1364411969,dc:7b:94:87:29:94,2462,-69
1364411969,dc:7b:94:87:4d:a1,2462,-82

1364411985,04:c5:a4:c2:7b:34,2462,-86
1364411985,1c:17:d3:fc:db:41,2412,-78
1364411985,1c:17:d3:fd:57:83,2437,-71
1364411985,ac:a0:16:ca:5b:6c,5200,-84
1364411985,ac:a0:16:ca:5c:b1,2437,-76
1364411985,ac:a0:16:cb:51:4a,5805,-77
1364411985,ac:a0:16:cb:55:aa,5745,-85
1364411985,dc:7b:94:87:0b:6e,5220,-71
1364411985,dc:7b:94:87:28:2f,5745,-68
