time,BSSID,freq,level
1364513156,00:26:18:9f:c0:c9,2437,-83
1364513156,02:23:43:b4:8d:af,2457,-85
1364513156,1c:17:d3:fc:ea:65,2437,-76
1364513156,68:94:23:56:b3:5b,2462,-87
1364513156,a0:88:b4:9f:8f:15,2437,-80
1364513156,d0:57:4c:08:9d:e2,2412,-86
1364513156,d0:57:4c:56:58:61,2412,-86
1364513156,d0:57:4c:56:66:20,2437,-89
1364513156,dc:7b:94:87:26:00,2437,-86
1364513156,dc:7b:94:87:53:d1,2412,-73
1364513156,dc:7b:94:87:8e:03,2437,-83
1364513156,dc:7b:94:87:92:91,2462,-65
1364513156,e4:ce:8f:66:de:d4,2462,-82

1364513169,02:23:43:b4:8d:af,2457,-85
1364513169,02:24:34:ee:86:ed,2437,-91
1364513169,04:c5:a4:67:aa:22,2412,-89
1364513169,04:c5:a4:c3:e1:14,2412,-89
1364513169,18:33:9d:71:e7:c5,2437,-83
1364513169,1c:17:d3:fc:ea:65,2437,-76
1364513169,68:94:23:56:b3:5b,2462,-87
1364513169,a0:88:b4:9f:8f:15,2437,-80
1364513169,dc:7b:94:86:fd:a2,2412,-89
1364513169,dc:7b:94:87:25:a2,2412,-90
1364513169,dc:7b:94:87:26:00,2437,-86
1364513169,dc:7b:94:87:26:01,2437,-90
1364513169,dc:7b:94:87:28:11,2412,-87
1364513169,dc:7b:94:87:88:30,2412,-90
1364513169,e4:ce:8f:66:de:d4,2462,-82

1364513191,00:1b:63:2a:d1:55,2457,-87
1364513191,00:22:6b:83:35:bd,2437,-94
1364513191,18:33:9d:71:e7:c5,2437,-76
1364513191,ac:a0:16:cb:41:d2,2412,-86
1364513191,b8:be:bf:45:8c:d1,2412,-89
1364513191,d0:57:4c:57:46:a4,2437,-86
1364513191,d0:57:4c:57:48:90,2437,-79
1364513191,dc:7b:94:87:28:13,2412,-87
1364513191,dc:7b:94:87:28:15,2412,-88
1364513191,dc:7b:94:87:35:33,2412,-88
1364513191,dc:7b:94:87:86:a1,2462,-87
1364513191,dc:7b:94:87:8f:21,2462,-84
1364513191,dc:7b:94:87:a4:20,2437,-84
1364513191,dc:7b:94:87:a4:22,2437,-72
1364513191,dc:7b:94:87:b0:02,2462,-88

1364513201,00:22:6b:83:35:bd,2437,-87
1364513201,0c:d5:02:a2:26:43,2462,-89
1364513201,18:33:9d:71:e7:c5,2437,-79
1364513201,1c:17:d3:fc:ed:61,2462,-88
1364513201,44:d8:32:08:77:9d,2462,-91
1364513201,58:6d:8f:10:fb:4a,2462,-88
1364513201,ac:a0:16:ca:8f:03,2462,-90
1364513201,ac:a0:16:cb:50:c3,2412,-88
1364513201,b8:be:bf:45:8c:d1,2412,-89
1364513201,d0:57:4c:08:7f:d3,2412,-83
1364513201,d0:57:4c:57:48:90,2437,-82
1364513201,dc:7b:94:87:00:52,2437,-84
1364513201,dc:7b:94:87:28:13,2412,-87
1364513201,dc:7b:94:87:35:33,2412,-84
1364513201,dc:7b:94:87:86:a1,2462,-87
1364513201,dc:7b:94:87:8f:21,2462,-86
1364513201,dc:7b:94:87:a4:22,2437,-72
1364513201,dc:7b:94:87:b0:02,2462,-88
1364513201,dc:9f:db:20:2d:eb,5825,-85

1364513270,00:12:17:6c:f8:f2,2462,-75
1364513270,00:15:70:3f:62:f1,2412,-74
1364513270,0c:d5:02:a2:26:43,2462,-89
1364513270,1c:17:d3:fc:ed:61,2462,-88
1364513270,20:c9:d0:a9:07:f0,2462,-80
1364513270,2c:36:f8:43:70:81,2462,-81
1364513270,30:46:9a:4f:87:40,2412,-77
1364513270,58:6d:8f:10:fb:4a,2462,-88
1364513270,74:44:01:a8:e8:04,2462,-63
1364513270,ac:a0:16:ca:8f:01,2462,-80
1364513270,c0:3f:0e:8b:ed:32,2412,-87
1364513270,d0:57:4c:08:7f:d3,2412,-83
1364513270,dc:7b:94:87:28:11,2412,-84

1364513285,00:12:17:6c:f8:f2,2462,-75
1364513285,00:15:70:3f:54:10,2437,-84
1364513285,00:15:70:3f:62:f1,2412,-74
1364513285,00:17:c5:87:33:c7,2412,0
1364513285,00:1c:10:67:4f:44,2437,0
1364513285,00:1c:f0:95:68:24,2412,-87
1364513285,00:23:97:e3:a9:af,2437,-84
1364513285,02:2a:7a:eb:9d:6a,2457,-88
1364513285,14:d6:4d:2a:19:18,2437,-80
1364513285,20:c9:d0:a9:07:f0,2462,-90
1364513285,2c:36:f8:43:70:81,2462,-81
1364513285,30:46:9a:4f:87:40,2412,-77
1364513285,58:8d:09:e2:d1:85,2447,-61
1364513285,58:8d:09:e3:01:6f,2422,-76
1364513285,74:44:01:a8:e8:04,2462,-83
1364513285,74:44:01:b5:a5:de,2437,-81
1364513285,74:44:01:b6:bf:9f,2437,-84
1364513285,c0:3f:0e:8b:ed:32,2412,-87

1364513301,00:12:17:6c:f8:f2,2462,-82
1364513301,00:15:70:3f:54:10,2437,-84
1364513301,00:15:70:3f:62:f1,2412,-74
1364513301,00:17:c5:87:33:c7,2412,-62
1364513301,00:1c:10:67:4f:44,2437,-68
1364513301,00:1c:f0:95:68:24,2412,-87
1364513301,00:23:97:e3:a9:af,2437,-89
1364513301,00:26:f2:c8:c6:ac,2412,-94
1364513301,02:2a:7a:eb:9d:6a,2457,-88
1364513301,14:d6:4d:2a:19:18,2437,-80
1364513301,20:c9:d0:a9:07:f0,2462,-91
1364513301,2c:36:f8:43:70:81,2462,-83
1364513301,30:46:9a:4f:87:40,2412,-77
1364513301,58:8d:09:e2:d1:85,2447,-63
1364513301,58:8d:09:e3:01:6f,2422,-79
1364513301,74:44:01:a8:e8:04,2462,-83
1364513301,74:44:01:b5:a5:de,2437,-82
1364513301,74:44:01:b6:bf:9f,2437,-88
1364513301,84:1b:5e:45:19:3e,2442,-89
1364513301,c0:3f:0e:8b:ed:32,2412,-87
1364513301,c8:d7:19:2c:41:0b,2422,-81

1364513317,00:12:17:6c:f8:f2,2462,-82
1364513317,00:15:70:3f:54:10,2437,-84
1364513317,00:15:70:3f:62:f1,2412,-74
1364513317,00:17:c5:87:33:c7,2412,-62
1364513317,00:1c:10:67:4f:44,2437,-68
1364513317,00:1c:f0:95:68:24,2412,-87
1364513317,00:1e:52:7a:09:6e,2437,-79
1364513317,00:1e:e5:87:fe:88,2437,-82
1364513317,00:23:97:e3:a9:af,2437,-89
1364513317,00:26:f2:c8:c6:ac,2412,-94
1364513317,02:2a:7a:eb:9d:6a,2457,-88
1364513317,14:d6:4d:2a:19:18,2437,-80
1364513317,20:c9:d0:a9:07:f0,2462,-91
1364513317,2c:36:f8:43:70:81,2462,-83
1364513317,30:46:9a:4f:87:40,2412,-77
1364513317,58:8d:09:e2:d1:85,2447,-63
1364513317,58:8d:09:e3:01:6f,2422,-80
1364513317,70:73:cb:b6:ba:9d,2417,-81
1364513317,72:73:cb:b6:ba:90,2417,-79
1364513317,74:44:01:a8:e8:04,2462,-83
1364513317,74:44:01:b5:a5:de,2437,-82
1364513317,74:44:01:b6:bf:9f,2437,-88
1364513317,74:91:1a:05:dc:b9,2462,-77
1364513317,74:91:1a:05:e7:49,2437,-83
1364513317,74:91:1a:05:eb:f9,2412,-79
1364513317,84:1b:5e:45:19:3e,2442,-89
1364513317,c0:3f:0e:8b:ed:32,2412,-87
1364513317,c8:d7:19:27:d6:e7,2452,-80
1364513317,c8:d7:19:2c:41:0b,2422,-81
1364513317,ce:d7:19:27:d6:e7,2452,-79

1364513333,00:12:17:6c:f8:f2,2462,-82
1364513333,00:12:bf:2a:2b:74,2452,-92
1364513333,00:15:70:3f:54:10,2437,-84
1364513333,00:15:9a:74:69:9a,2412,-86
1364513333,00:17:c5:87:33:c7,2412,-62
1364513333,00:1c:10:67:4f:44,2437,-68
1364513333,00:1c:f0:95:68:24,2412,-87
1364513333,00:1e:52:7a:09:6e,2437,-79
1364513333,00:1e:e5:87:fe:88,2437,-85
1364513333,00:21:29:91:0d:e3,2462,-87
1364513333,00:23:97:e3:a9:af,2437,-89
1364513333,00:26:f2:c8:c6:ac,2412,-94
1364513333,02:2a:7a:eb:9d:6a,2457,-88
1364513333,08:86:3b:e1:01:cb,2437,-87
1364513333,14:d6:4d:2a:19:18,2437,-80
1364513333,20:c9:d0:a9:07:f0,2462,-91
1364513333,2c:36:f8:43:70:81,2462,-83
1364513333,30:46:9a:4f:7a:02,2412,-91
1364513333,58:8d:09:e2:d1:85,2447,-63
1364513333,58:8d:09:e3:01:6f,2422,-85
1364513333,70:73:cb:b6:ba:9d,2417,-84
1364513333,72:73:cb:b6:ba:90,2417,-83
1364513333,74:44:01:a8:e8:04,2462,-83
1364513333,74:44:01:b5:a5:de,2437,-82
1364513333,74:44:01:b6:bf:9f,2437,-88
1364513333,74:91:1a:05:dc:b9,2462,-82
1364513333,74:91:1a:05:e7:49,2437,-78
1364513333,74:91:1a:05:eb:f9,2412,-79
1364513333,74:91:1a:05:ec:89,2462,-88
1364513333,84:1b:5e:45:19:3e,2442,-86
1364513333,c8:d7:19:27:d6:e7,2452,-76
1364513333,c8:d7:19:2c:41:0b,2422,-81
1364513333,ce:d7:19:27:d6:e7,2452,-76
1364513333,d0:57:4c:08:7d:d2,2462,-76
1364513333,d0:57:4c:08:81:11,2462,-86
1364513333,d0:57:4c:08:a0:03,2412,-80
1364513333,d0:57:4c:57:48:70,2412,-90
1364513333,f0:d1:a9:0d:16:f6,2462,-90

1364513346,58:8d:09:e3:01:6f,2422,-88
1364513346,d0:57:4c:08:a0:00,2412,-81

1364513357,00:0e:83:88:e6:87,2417,-88
1364513357,08:86:3b:14:23:76,2412,-63
1364513357,20:10:7a:82:5a:f8,2462,-86
1364513357,30:46:9a:4e:25:e4,2462,-90
1364513357,58:8d:09:e3:01:6f,2422,-88
1364513357,c0:ea:e4:2b:5b:f4,2417,-89
1364513357,d0:57:4c:08:a0:00,2412,-81

1364513373,00:0e:83:88:e6:87,2417,-88
1364513373,00:18:f8:51:b2:a4,2437,-90
1364513373,00:1d:cd:e3:73:1e,2437,-90
1364513373,00:23:69:49:b3:78,2462,-88
1364513373,00:23:97:37:0d:90,2437,-85
1364513373,08:86:3b:14:23:76,2412,-63
1364513373,20:10:7a:82:5a:f8,2462,-86
1364513373,30:46:9a:4e:25:e4,2462,-90
1364513373,c0:ea:e4:2b:5b:f4,2417,-89

1364513388,00:0e:83:88:e6:87,2417,-88
1364513388,00:18:f8:51:b2:a4,2437,-90
1364513388,00:1d:cd:e3:73:1e,2437,-90
1364513388,00:23:69:49:b3:78,2462,-88
1364513388,00:23:97:37:0d:90,2437,-85
1364513388,08:86:3b:14:23:76,2412,-63
1364513388,20:10:7a:82:5a:f8,2462,-86
1364513388,30:46:9a:4e:25:e4,2462,-90
1364513388,c0:ea:e4:2b:5b:f4,2417,-89

1364513404,00:0e:83:88:e6:87,2417,-88
1364513404,00:18:f8:51:b2:a4,2437,-90
1364513404,00:1d:cd:e3:73:1e,2437,-90
1364513404,00:23:69:49:b3:78,2462,-88
1364513404,00:23:97:37:0d:90,2437,-85
1364513404,08:86:3b:14:23:76,2412,-63
1364513404,20:10:7a:82:5a:f8,2462,-86
1364513404,30:46:9a:4e:25:e4,2462,-90
1364513404,c0:ea:e4:2b:5b:f4,2417,-89

1364513419,00:18:f8:51:b2:a4,2437,-90
1364513419,00:1d:cd:e3:73:1e,2437,-90
1364513419,00:1d:d3:9d:74:70,2412,-90
1364513419,00:23:69:49:b3:78,2462,-88
1364513419,00:23:69:5a:a0:96,2432,-77
1364513419,00:23:97:37:0d:90,2437,-85
1364513419,00:3a:9a:3a:72:e7,2462,-87
1364513419,84:34:97:fc:3a:cc,2412,-88
1364513419,b8:8d:12:66:10:35,2412,-94

1364513435,00:1d:d3:9d:74:70,2412,-90
1364513435,00:1d:d5:1e:47:d0,2462,-91
1364513435,00:23:69:5a:a0:96,2432,-77
1364513435,00:3a:9a:3a:72:e7,2462,-87
1364513435,00:90:a9:aa:e0:d1,2437,-87
1364513435,84:34:97:fc:3a:cc,2412,-88
1364513435,b8:8d:12:66:10:35,2412,-94

1364513450,00:1d:d3:9d:74:70,2412,-90
1364513450,00:1d:d5:1e:47:d0,2462,-91
1364513450,00:21:29:d5:a2:1d,2462,-83
1364513450,00:23:69:5a:a0:96,2432,-77
1364513450,00:23:69:cd:5c:6c,2437,-85
1364513450,00:3a:9a:3a:72:e7,2462,-87
1364513450,00:90:a9:aa:e0:d1,2437,-87
1364513450,64:00:f1:b2:3e:0d,2462,-83
1364513450,84:34:97:fc:3a:cc,2412,-88
1364513450,b8:8d:12:66:10:35,2412,-94

1364513466,00:1d:d3:9d:74:70,2412,-90
1364513466,00:1d:d5:1e:47:d0,2462,-91
1364513466,00:1e:e5:67:71:7d,2437,-91
1364513466,00:21:29:d5:a2:1d,2462,-83
1364513466,00:23:69:5a:a0:96,2432,-77
1364513466,00:23:69:cd:5c:6c,2437,-85
1364513466,00:3a:9a:3a:72:e7,2462,-87
1364513466,00:90:a9:aa:e0:d1,2437,-87
1364513466,64:00:f1:b2:3e:0d,2462,-83
1364513466,84:34:97:fc:3a:cc,2412,-88
1364513466,b8:8d:12:66:10:35,2412,-94

1364513481,00:1d:d5:1e:47:d0,2462,-91
1364513481,00:1e:e5:67:71:7d,2437,-91
1364513481,00:21:29:d5:a2:1d,2462,-83
1364513481,00:23:69:cd:5c:6c,2437,-85
1364513481,00:23:97:79:10:99,2437,-89
1364513481,00:90:a9:aa:e0:d1,2437,-87
1364513481,20:aa:4b:39:3e:95,2437,-92
1364513481,20:c9:d0:1b:95:a3,2457,-91
1364513481,64:00:f1:b2:3e:0d,2462,-83
1364513481,b8:8d:12:61:ac:85,2437,-92
1364513481,e0:46:9a:3f:c8:53,2422,-84

1364513497,00:1e:e5:67:71:7d,2437,-91
1364513497,00:21:29:d5:a2:1d,2462,-83
1364513497,00:23:69:cd:5c:6c,2437,-85
1364513497,00:23:97:79:10:99,2437,-89
1364513497,20:aa:4b:39:3e:95,2437,-92
1364513497,20:c9:d0:1b:95:a3,2457,-91
1364513497,64:00:f1:b2:3e:0d,2462,-83
1364513497,b8:8d:12:61:ac:85,2437,-92
1364513497,e0:46:9a:3f:c8:53,2422,-84

1364513512,00:11:24:a7:20:60,2442,-92
1364513512,00:1e:e5:67:71:7d,2437,-91
1364513512,00:23:97:79:10:99,2437,-89
1364513512,20:aa:4b:39:3e:95,2437,-92
1364513512,20:c9:d0:1b:95:a3,2457,-91
1364513512,b8:8d:12:61:ac:85,2437,-92
1364513512,e0:46:9a:3f:c8:53,2422,-84

1364513528,00:11:24:a7:20:60,2442,-92
1364513528,00:22:3f:3b:4c:5e,2462,-92
1364513528,00:23:97:79:10:99,2437,-89
1364513528,20:aa:4b:39:3e:95,2437,-92
1364513528,20:c9:d0:1b:95:a3,2457,-91
1364513528,b8:8d:12:61:ac:85,2437,-92
1364513528,e0:46:9a:3f:c8:53,2422,-84

1364513543,00:02:6f:52:c7:8c,2437,-90
1364513543,00:02:6f:88:2e:88,2437,-82
1364513543,00:11:24:a7:20:60,2442,-92
1364513543,00:22:3f:3b:4c:5e,2462,-92

1364513559,00:02:6f:52:c7:8c,2437,-90
1364513559,00:02:6f:88:2e:88,2437,-82
1364513559,00:11:24:a7:20:60,2442,-92
1364513559,00:22:3f:3b:4c:5e,2462,-92

1364513574,00:02:6f:52:c7:8c,2437,-90
1364513574,00:02:6f:88:2e:88,2437,-82
1364513574,00:22:3f:3b:4c:5e,2462,-92

1364513590,00:02:6f:52:c7:8c,2437,-90
1364513590,00:02:6f:88:2e:88,2437,-82

1364513605,0c:d5:02:a2:6b:d3,2437,-87

1364513621,0c:d5:02:a2:6b:d3,2437,-87

1364513636,0c:d5:02:a2:6b:d3,2437,-87

1364513652,00:12:0e:71:30:cd,2437,-91
1364513652,00:1c:df:1e:32:03,2462,-83
1364513652,00:1f:f3:bf:d8:7b,2437,-91
1364513652,00:23:69:99:38:d5,2462,-88
1364513652,00:90:4b:85:29:ed,2437,-88
1364513652,0c:d5:02:a2:6b:d3,2437,-87
1364513652,38:72:c0:5c:10:0f,2412,-85
1364513652,b8:9b:c9:64:ab:38,2412,-85

1364513673,00:12:0e:71:30:cd,2437,-91
1364513673,00:1c:df:1e:32:03,2462,-83
1364513673,00:1f:f3:bf:d8:7b,2437,-89
1364513673,00:23:69:99:38:d5,2462,-86
1364513673,00:90:4b:85:29:ed,2437,-88
1364513673,38:72:c0:5c:10:0f,2412,-85
1364513673,68:7f:74:28:c8:97,2462,-87
1364513673,b8:9b:c9:64:ab:38,2412,-85
1364513673,e0:46:9a:5c:f9:82,2437,-92

1364513688,00:12:0e:71:30:cd,2437,-91
1364513688,00:1c:df:1e:32:03,2462,-83
1364513688,00:1f:f3:bf:d8:7b,2437,-89
1364513688,00:22:6b:45:76:5a,2462,-92
1364513688,00:23:69:99:38:d5,2462,-86
1364513688,00:25:9c:f1:60:df,2437,-92
1364513688,00:8e:f2:63:05:a6,2417,-87
1364513688,00:90:4b:85:29:ed,2437,-88
1364513688,0c:72:2c:cc:21:0e,2437,-77
1364513688,10:0d:7f:5e:13:e0,2427,-80
1364513688,20:aa:4b:5c:db:f5,2422,-86
1364513688,38:72:c0:5c:10:0f,2412,-85
1364513688,68:7f:74:28:c8:97,2462,-87
1364513688,b8:9b:c9:64:ab:38,2412,-85
1364513688,e0:46:9a:5c:f9:82,2437,-92

1364513704,00:1c:df:1e:32:03,2462,-83
1364513704,00:1f:f3:bf:d8:7b,2437,-89
1364513704,00:22:3f:7b:b9:20,2462,-91
1364513704,00:22:6b:45:76:5a,2462,-92
1364513704,00:23:69:99:38:d5,2462,-86
1364513704,00:24:b2:d4:cc:d4,2417,-89
1364513704,00:25:9c:54:c6:39,2447,-93
1364513704,00:25:9c:f1:60:df,2437,-92
1364513704,00:27:22:0c:ae:4d,2447,-89
1364513704,00:8e:f2:63:05:a6,2417,-87
1364513704,0c:72:2c:cc:21:0e,2437,-77
1364513704,10:0d:7f:5e:13:e0,2427,-80
1364513704,20:aa:4b:5c:db:f5,2422,-86
1364513704,58:6d:8f:c3:b6:ea,2437,-73
1364513704,68:7f:74:28:c8:97,2462,-87
1364513704,c0:c1:c0:f6:8d:9e,2462,-89
1364513704,c8:4c:75:40:b6:9d,2437,-80
1364513704,e0:46:9a:5c:f9:82,2437,-92

1364513719,00:14:bf:36:73:8a,2462,-92
1364513719,00:15:6d:f8:5a:c0,2462,-84
1364513719,00:1f:f3:bf:d8:7b,2437,-89
1364513719,00:22:3f:7b:b9:20,2462,-91
1364513719,00:22:6b:45:76:5a,2462,-92
1364513719,00:24:b2:d4:cc:d4,2417,-89
1364513719,00:25:9c:54:c6:39,2447,-93
1364513719,00:25:9c:f1:60:df,2437,-92
1364513719,00:27:22:0c:ae:4d,2447,-89
1364513719,00:8e:f2:63:05:a6,2417,-87
1364513719,02:2e:5e:79:7d:78,2412,-92
1364513719,08:86:3b:d3:66:e2,2462,-91
1364513719,0c:72:2c:cc:21:0e,2437,-77
1364513719,10:0d:7f:5e:13:e0,2427,-80
1364513719,20:aa:4b:5c:db:f5,2422,-86
1364513719,4c:60:de:d7:b7:2f,2422,-91
1364513719,58:6d:8f:80:cc:f5,2437,-86
1364513719,58:6d:8f:c3:b6:ea,2437,-73
